Product_ID,Product_Name,Category,Brand,Unit_Cost,Unit_Price
604,Hot Wheels Doll,Toys,Hot Wheels,25525,32302
605,Hot Wheels Remote Car,Toys,Hot Wheels,23969,30328
606,Hot Wheels Action Figure,Toys,Hot Wheels,6122,7266
607,Hot Wheels Board Game,Toys,Hot Wheels,17347,22229
608,Hot Wheels Toy Train,Toys,Hot Wheels,22221,28261
609,Hot Wheels Soft Toy,Toys,Hot Wheels,22119,26844
610,Hot Wheels Robot Toy,Toys,Hot Wheels,46209,57313
611,Bosch Car Battery,Automotive,Bosch,25895,34985
612,Bosch Engine Oil,Automotive,Bosch,38157,51584
613,Bosch Tyre,Automotive,Bosch,25070,29752
614,Bosch Air Filter,Automotive,Bosch,11042,13469
615,Bosch Spark Plug,Automotive,Bosch,38889,49055
616,Bosch Car Cover,Automotive,Bosch,39018,45372
617,Bosch Helmet,Automotive,Bosch,25628,30472
618,Bosch Bike Chain,Automotive,Bosch,2186,2595
619,Bosch Brake Pads,Automotive,Bosch,20417,27592
620,Bosch Wiper Blade,Automotive,Bosch,28271,33481
621,Castrol Car Battery,Automotive,Castrol,32235,38105
622,Castrol Engine Oil,Automotive,Castrol,36632,50838
623,Castrol Tyre,Automotive,Castrol,39123,49609
624,Castrol Air Filter,Automotive,Castrol,7039,9497
625,Castrol Spark Plug,Automotive,Castrol,15484,18900
626,Castrol Car Cover,Automotive,Castrol,40463,50435
627,Castrol Helmet,Automotive,Castrol,28821,35044
628,Castrol Bike Chain,Automotive,Castrol,29343,37723
629,Castrol Brake Pads,Automotive,Castrol,25040,31429
630,Castrol Wiper Blade,Automotive,Castrol,48648,56994
631,Michelin Car Battery,Automotive,Michelin,37464,44645
632,Michelin Engine Oil,Automotive,Michelin,42847,59307
633,Michelin Tyre,Automotive,Michelin,36179,42516
634,Michelin Air Filter,Automotive,Michelin,10780,12631
635,Michelin Spark Plug,Automotive,Michelin,12875,16799
636,Michelin Car Cover,Automotive,Michelin,7229,9712
637,Michelin Helmet,Automotive,Michelin,24034,29393
638,Michelin Bike Chain,Automotive,Michelin,27408,36598
639,Michelin Brake Pads,Automotive,Michelin,21150,26449
640,Michelin Wiper Blade,Automotive,Michelin,29234,35519
641,Exide Car Battery,Automotive,Exide,22711,27365
642,Exide Engine Oil,Automotive,Exide,31170,38439
643,Exide Tyre,Automotive,Exide,12004,16519
644,Exide Air Filter,Automotive,Exide,34167,47364
645,Exide Spark Plug,Automotive,Exide,25623,30995
646,Exide Car Cover,Automotive,Exide,4952,6122
647,Exide Helmet,Automotive,Exide,37073,45523
648,Exide Bike Chain,Automotive,Exide,31931,42068
649,Exide Brake Pads,Automotive,Exide,36087,42373
650,Exide Wiper Blade,Automotive,Exide,16237,21812
