Inventory_ID,Product_ID,Warehouse_ID,Supplier_ID,Stock_Quantity,Reorder_Level
I00870,187,W010,S049,824,159
I00871,188,W001,S021,352,117
I00872,188,W002,S028,997,194
I00873,188,W003,S045,628,58
I00874,188,W004,S016,402,87
I00875,188,W005,S018,203,170
I00876,188,W006,S038,795,106
I00877,188,W007,S044,188,184
I00878,188,W008,S012,513,168
I00879,188,W009,S021,602,146
I00880,188,W010,S010,418,181
I00881,189,W001,S036,884,82
I00882,189,W002,S035,622,34
I00883,189,W003,S038,660,36
I00884,189,W004,S033,237,57
I00885,189,W005,S043,418,130
I00886,189,W006,S008,453,42
I00887,189,W007,S024,928,78
I00888,189,W008,S039,843,35
I00889,189,W009,S039,439,167
I00890,189,W010,S027,522,91
I00891,190,W001,S046,355,142
I00892,190,W002,S005,665,138
I00893,190,W003,S018,409,192
I00894,190,W004,S037,878,90
I00895,190,W005,S016,485,171
I00896,190,W006,S048,131,66
I00897,190,W007,S034,734,185
I00898,190,W008,S011,854,106
I00899,190,W009,S027,233,43
I00900,190,W010,S008,63,143
I00901,191,W001,S049,350,99
I00902,191,W002,S017,769,24
I00903,191,W003,S048,165,85
I00904,191,W004,S017,376,21
I00905,191,W005,S037,199,74
I00906,191,W006,S046,302,74
I00907,191,W007,S023,978,80
I00908,191,W008,S045,473,92
I00909,191,W009,S004,560,119
I00910,191,W010,S004,112,156
I00911,192,W001,S029,700,132
I00912,192,W002,S003,717,67
I00913,192,W003,S044,878,25
I00914,192,W004,S020,614,22
I00915,192,W005,S013,74,90
I00916,192,W006,S047,109,47
I00917,192,W007,S010,502,133
I00918,192,W008,S018,346,177
I00919,192,W009,S033,503,21
I00920,192,W010,S006,547,176
I00921,193,W001,S037,389,63
I00922,193,W002,S026,836,49
I00923,193,W003,S030,70,35
I00924,193,W004,S010,84,110
I00925,193,W005,S015,854,96
I00926,193,W006,S034,289,28
I00927,193,W007,S032,199,161
I00928,193,W008,S019,686,60
I00929,193,W009,S014,983,152
I00930,193,W010,S013,623,33
I00931,194,W001,S040,828,111
I00932,194,W002,S007,68,84
I00933,194,W003,S040,420,142
I00934,194,W004,S033,468,132
I00935,194,W005,S039,466,26
I00936,194,W006,S026,348,62
I00937,194,W007,S001,874,96
I00938,194,W008,S012,441,37
I00939,194,W009,S046,188,65
I00940,194,W010,S028,891,156
I00941,195,W001,S023,716,101
I00942,195,W002,S049,951,161
I00943,195,W003,S049,856,82
I00944,195,W004,S005,56,66
I00945,195,W005,S005,719,69
I00946,195,W006,S036,765,161
I00947,195,W007,S029,945,44
I00948,195,W008,S008,548,153
I00949,195,W009,S034,686,186
I00950,195,W010,S007,832,74
I00951,196,W001,S011,312,49
I00952,196,W002,S015,898,198
I00953,196,W003,S024,798,103
I00954,196,W004,S003,238,23
I00955,196,W005,S002,166,83
I00956,196,W006,S008,292,170
I00957,196,W007,S022,987,59
I00958,196,W008,S036,268,36
I00959,196,W009,S019,672,177
I00960,196,W010,S044,690,54
I00961,197,W001,S006,969,92
I00962,197,W002,S026,605,187
I00963,197,W003,S023,912,143
I00964,197,W004,S013,806,80
I00965,197,W005,S023,990,42
I00966,197,W006,S014,845,178
I00967,197,W007,S007,476,55
I00968,197,W008,S031,583,136
I00969,197,W009,S033,186,160
I00970,197,W010,S010,657,22
I00971,198,W001,S009,387,61
I00972,198,W002,S042,256,128
I00973,198,W003,S046,138,118
I00974,198,W004,S006,795,117
I00975,198,W005,S019,256,148
I00976,198,W006,S041,882,118
I00977,198,W007,S048,520,177
I00978,198,W008,S021,555,171
I00979,198,W009,S013,393,198
I00980,198,W010,S040,187,133
I00981,199,W001,S025,234,61
I00982,199,W002,S017,276,81
I00983,199,W003,S019,913,89
I00984,199,W004,S031,267,74
I00985,199,W005,S017,83,138
I00986,199,W006,S021,994,54
I00987,199,W007,S009,482,36
I00988,199,W008,S022,92,68
I00989,199,W009,S030,137,169
I00990,199,W010,S006,808,159
I00991,200,W001,S033,624,41
I00992,200,W002,S031,193,152
I00993,200,W003,S007,978,25
I00994,200,W004,S008,392,196
I00995,200,W005,S010,431,46
I00996,200,W006,S023,99,183
I00997,200,W007,S038,440,177
I00998,200,W008,S028,718,146
I00999,200,W009,S031,684,27
I01000,200,W010,S016,425,147
I01001,201,W001,S013,200,24
I01002,201,W002,S031,812,162
I01003,201,W003,S004,684,62
I01004,201,W004,S045,968,139
I01005,201,W005,S039,302,171
I01006,201,W006,S028,64,86
I01007,201,W007,S017,355,133
I01008,201,W008,S034,220,20
I01009,201,W009,S040,784,49
I01010,201,W010,S050,451,90
I01011,202,W001,S040,426,120
I01012,202,W002,S018,958,28
I01013,202,W003,S026,282,187
I01014,202,W004,S019,326,29
I01015,202,W005,S019,494,193
I01016,202,W006,S049,649,136
I01017,202,W007,S002,653,70
I01018,202,W008,S036,195,33
I01019,202,W009,S014,424,126
I01020,202,W010,S033,867,71
I01021,203,W001,S003,320,105
I01022,203,W002,S006,896,149
I01023,203,W003,S035,411,192
I01024,203,W004,S011,533,98
I01025,203,W005,S046,503,105
I01026,203,W006,S004,495,98
I01027,203,W007,S020,333,112
I01028,203,W008,S005,535,97
I01029,203,W009,S026,157,165
I01030,203,W010,S030,617,117
I01031,204,W001,S025,950,132
I01032,204,W002,S034,55,111
I01033,204,W003,S026,101,175
I01034,204,W004,S021,883,181
I01035,204,W005,S008,301,184
I01036,204,W006,S033,539,43
I01037,204,W007,S012,635,117
I01038,204,W008,S042,880,89
I01039,204,W009,S035,934,114
I01040,204,W010,S030,429,23
I01041,205,W001,S020,186,64
I01042,205,W002,S019,845,58
I01043,205,W003,S036,929,78
I01044,205,W004,S024,585,89
I01045,205,W005,S044,522,184
I01046,205,W006,S028,350,131
I01047,205,W007,S025,175,132
I01048,205,W008,S046,893,36
I01049,205,W009,S035,717,183
I01050,205,W010,S001,162,90
I01051,206,W001,S038,590,69
I01052,206,W002,S014,592,159
I01053,206,W003,S001,782,183
I01054,206,W004,S023,651,51
I01055,206,W005,S010,353,62
I01056,206,W006,S042,834,130
I01057,206,W007,S025,511,161
I01058,206,W008,S039,691,67
I01059,206,W009,S030,164,122
I01060,206,W010,S012,836,48
I01061,207,W001,S040,220,187
I01062,207,W002,S040,255,110
I01063,207,W003,S034,827,51
I01064,207,W004,S050,510,33
I01065,207,W005,S048,611,161
I01066,207,W006,S040,758,158
I01067,207,W007,S039,729,161
I01068,207,W008,S048,491,150
I01069,207,W009,S027,118,95
I01070,207,W010,S015,647,43
I01071,208,W001,S019,923,83
I01072,208,W002,S033,312,64
I01073,208,W003,S020,451,138
I01074,208,W004,S004,847,41
I01075,208,W005,S005,818,116
I01076,208,W006,S029,544,160
I01077,208,W007,S022,715,36
I01078,208,W008,S036,613,188
I01079,208,W009,S005,665,163
I01080,208,W010,S024,323,162
I01081,209,W001,S023,349,181
I01082,209,W002,S045,476,185
I01083,209,W003,S001,692,150
I01084,209,W004,S006,760,142
I01085,209,W005,S019,96,28
I01086,209,W006,S031,635,114
I01087,209,W007,S018,741,122
I01088,209,W008,S003,484,93
I01089,209,W009,S010,755,113
I01090,209,W010,S018,999,143
I01091,210,W001,S013,249,185
I01092,210,W002,S036,411,111
I01093,210,W003,S003,83,184
I01094,210,W004,S009,979,47
I01095,210,W005,S039,86,31
I01096,210,W006,S032,109,26
I01097,210,W007,S034,682,102
I01098,210,W008,S003,648,58
I01099,210,W009,S012,687,26
I01100,210,W010,S021,190,132
I01101,211,W001,S003,440,163
I01102,211,W002,S009,828,121
I01103,211,W003,S001,435,35
I01104,211,W004,S005,707,178
I01105,211,W005,S002,566,83
I01106,211,W006,S042,541,195
I01107,211,W007,S012,596,100
I01108,211,W008,S014,988,67
I01109,211,W009,S003,440,104
I01110,211,W010,S027,391,106
I01111,212,W001,S042,278,170
I01112,212,W002,S012,978,72
I01113,212,W003,S005,107,140
I01114,212,W004,S032,623,94
I01115,212,W005,S006,525,151
I01116,212,W006,S046,995,45
I01117,212,W007,S014,952,112
I01118,212,W008,S023,744,126
I01119,212,W009,S047,519,167
I01120,212,W010,S014,623,91
I01121,213,W001,S010,353,146
I01122,213,W002,S019,659,33
I01123,213,W003,S024,528,199
I01124,213,W004,S046,901,134
I01125,213,W005,S040,735,85
I01126,213,W006,S014,718,64
I01127,213,W007,S002,473,125
I01128,213,W008,S029,199,200
I01129,213,W009,S046,791,177
I01130,213,W010,S043,362,193
I01131,214,W001,S008,144,41
I01132,214,W002,S045,690,48
I01133,214,W003,S010,173,20
I01134,214,W004,S037,346,63
I01135,214,W005,S044,240,124
I01136,214,W006,S019,227,159
I01137,214,W007,S001,1000,177
I01138,214,W008,S022,166,141
I01139,214,W009,S039,517,144
I01140,214,W010,S025,300,30
I01141,215,W001,S048,255,90
I01142,215,W002,S047,617,53
I01143,215,W003,S048,411,200
I01144,215,W004,S004,317,28
I01145,215,W005,S045,710,171
I01146,215,W006,S002,375,129
I01147,215,W007,S042,90,72
I01148,215,W008,S006,104,97
I01149,215,W009,S033,103,139
I01150,215,W010,S046,168,53
I01151,216,W001,S030,109,103
I01152,216,W002,S008,604,79
I01153,216,W003,S019,746,63
I01154,216,W004,S050,664,57
I01155,216,W005,S028,809,28
I01156,216,W006,S024,769,69
I01157,216,W007,S047,62,184
I01158,216,W008,S043,844,46
I01159,216,W009,S013,508,43
I01160,216,W010,S008,170,188
I01161,217,W001,S003,529,82
I01162,217,W002,S006,606,167
I01163,217,W003,S044,422,116
I01164,217,W004,S020,526,185
I01165,217,W005,S045,458,168
I01166,217,W006,S018,275,130
I01167,217,W007,S019,365,21
I01168,217,W008,S045,169,141
I01169,217,W009,S007,60,79
I01170,217,W010,S025,963,84
I01171,218,W001,S006,611,94
I01172,218,W002,S039,479,89
I01173,218,W003,S002,396,29
I01174,218,W004,S012,659,164
I01175,218,W005,S028,648,74
I01176,218,W006,S020,965,172
I01177,218,W007,S030,859,75
I01178,218,W008,S019,935,123
I01179,218,W009,S033,768,103
I01180,218,W010,S014,929,151
I01181,219,W001,S030,947,54
I01182,219,W002,S041,231,71
I01183,219,W003,S016,794,148
I01184,219,W004,S036,296,160
I01185,219,W005,S007,440,163
I01186,219,W006,S007,829,55
I01187,219,W007,S040,132,51
I01188,219,W008,S047,944,193
I01189,219,W009,S016,392,64
I01190,219,W010,S013,774,98
I01191,220,W001,S001,678,197
I01192,220,W002,S017,550,137
I01193,220,W003,S020,83,117
I01194,220,W004,S008,276,143
I01195,220,W005,S028,312,58
I01196,220,W006,S034,451,60
I01197,220,W007,S039,850,101
I01198,220,W008,S007,389,198
I01199,220,W009,S014,812,158
I01200,220,W010,S002,811,125
I01201,221,W001,S041,754,172
I01202,221,W002,S006,662,89
I01203,221,W003,S049,482,174
I01204,221,W004,S039,661,32
I01205,221,W005,S033,968,120
I01206,221,W006,S037,339,52
I01207,221,W007,S043,723,115
I01208,221,W008,S003,986,198
I01209,221,W009,S011,935,91
I01210,221,W010,S008,426,152
I01211,222,W001,S021,122,74
I01212,222,W002,S049,629,25
I01213,222,W003,S013,368,24
I01214,222,W004,S001,272,82
I01215,222,W005,S044,743,142
I01216,222,W006,S017,511,168
I01217,222,W007,S028,926,175
I01218,222,W008,S046,575,164
I01219,222,W009,S027,931,97
I01220,222,W010,S002,200,90
I01221,223,W001,S012,739,155
I01222,223,W002,S040,588,75
I01223,223,W003,S014,443,40
I01224,223,W004,S029,633,102
I01225,223,W005,S047,508,124
I01226,223,W006,S037,881,197
I01227,223,W007,S018,754,98
I01228,223,W008,S048,95,29
I01229,223,W009,S050,972,131
I01230,223,W010,S039,825,59
I01231,224,W001,S042,105,30
I01232,224,W002,S003,882,192
I01233,224,W003,S001,190,175
I01234,224,W004,S014,760,177
I01235,224,W005,S009,961,110
I01236,224,W006,S050,793,65
I01237,224,W007,S004,205,71
I01238,224,W008,S017,460,43
I01239,224,W009,S001,694,61
I01240,224,W010,S040,478,178
I01241,225,W001,S034,427,49
I01242,225,W002,S004,918,185
I01243,225,W003,S005,624,76
I01244,225,W004,S009,857,160
I01245,225,W005,S043,655,80
I01246,225,W006,S033,573,79
I01247,225,W007,S046,919,135
I01248,225,W008,S025,178,136
I01249,225,W009,S040,188,185
I01250,225,W010,S043,285,58
I01251,226,W001,S033,454,92
I01252,226,W002,S037,380,167
I01253,226,W003,S014,279,109
I01254,226,W004,S006,448,116
I01255,226,W005,S008,214,92
I01256,226,W006,S043,270,76
I01257,226,W007,S015,152,62
I01258,226,W008,S028,678,172
I01259,226,W009,S010,861,50
I01260,226,W010,S038,772,112
I01261,227,W001,S024,786,149
I01262,227,W002,S012,308,153
I01263,227,W003,S050,124,107
I01264,227,W004,S009,799,65
I01265,227,W005,S042,636,74
I01266,227,W006,S037,343,191
I01267,227,W007,S007,765,90
I01268,227,W008,S033,244,61
I01269,227,W009,S015,717,31
I01270,227,W010,S006,719,56
I01271,228,W001,S044,888,152
I01272,228,W002,S038,518,150
I01273,228,W003,S011,808,163
I01274,228,W004,S016,395,118
I01275,228,W005,S042,611,71
I01276,228,W006,S009,604,33
I01277,228,W007,S034,453,76
I01278,228,W008,S022,208,59
I01279,228,W009,S014,866,80
I01280,228,W010,S046,445,62
I01281,229,W001,S016,811,159
I01282,229,W002,S049,574,30
I01283,229,W003,S015,122,159
I01284,229,W004,S010,776,115
I01285,229,W005,S026,133,95
I01286,229,W006,S018,954,196
I01287,229,W007,S002,449,187
I01288,229,W008,S029,722,99
I01289,229,W009,S006,511,139
I01290,229,W010,S035,452,118
I01291,230,W001,S007,651,63
I01292,230,W002,S034,899,33
I01293,230,W003,S045,882,196
I01294,230,W004,S020,878,66
I01295,230,W005,S032,929,149
I01296,230,W006,S046,82,46
I01297,230,W007,S036,811,169
I01298,230,W008,S045,938,82
I01299,230,W009,S021,223,80
I01300,230,W010,S026,84,66
I01301,231,W001,S015,579,189
I01302,231,W002,S045,520,192
I01303,231,W003,S023,879,87
I01304,231,W004,S010,179,137
I01305,231,W005,S002,602,173
I01306,231,W006,S007,65,153
I01307,231,W007,S026,845,67
I01308,231,W008,S046,998,171
I01309,231,W009,S019,444,23
I01310,231,W010,S014,524,152
I01311,232,W001,S005,59,45
I01312,232,W002,S045,52,143
I01313,232,W003,S004,237,69
I01314,232,W004,S021,718,54
I01315,232,W005,S003,973,188
I01316,232,W006,S031,487,105
I01317,232,W007,S025,735,103
I01318,232,W008,S044,297,72
I01319,232,W009,S011,695,54
I01320,232,W010,S047,547,37
I01321,233,W001,S049,129,68
I01322,233,W002,S029,936,43
I01323,233,W003,S029,747,64
I01324,233,W004,S020,283,136
I01325,233,W005,S045,330,181
I01326,233,W006,S049,493,92
I01327,233,W007,S049,984,79
I01328,233,W008,S042,944,171
I01329,233,W009,S013,841,38
I01330,233,W010,S047,729,91
I01331,234,W001,S016,967,182
I01332,234,W002,S037,950,150
I01333,234,W003,S033,51,138
I01334,234,W004,S021,949,191
I01335,234,W005,S024,362,31
I01336,234,W006,S043,848,73
I01337,234,W007,S019,340,71
I01338,234,W008,S030,151,169
I01339,234,W009,S048,976,89
I01340,234,W010,S022,213,46
I01341,235,W001,S013,812,106
I01342,235,W002,S017,968,62
I01343,235,W003,S034,322,148
I01344,235,W004,S029,258,103
I01345,235,W005,S008,113,53
I01346,235,W006,S012,723,50
I01347,235,W007,S031,242,29
I01348,235,W008,S030,177,148
I01349,235,W009,S037,736,142
I01350,235,W010,S011,82,178
I01351,236,W001,S037,982,48
I01352,236,W002,S042,468,138
I01353,236,W003,S037,293,113
I01354,236,W004,S030,836,137
I01355,236,W005,S035,829,136
I01356,236,W006,S009,369,139
I01357,236,W007,S014,643,141
I01358,236,W008,S046,548,175
I01359,236,W009,S041,771,58
I01360,236,W010,S008,166,172
I01361,237,W001,S016,417,65
I01362,237,W002,S038,996,21
I01363,237,W003,S036,229,174
I01364,237,W004,S049,220,67
I01365,237,W005,S004,557,167
I01366,237,W006,S043,256,169
I01367,237,W007,S042,310,134
I01368,237,W008,S036,273,137
I01369,237,W009,S001,194,32
I01370,237,W010,S013,296,21
I01371,238,W001,S016,685,60
I01372,238,W002,S007,511,67
I01373,238,W003,S006,88,91
I01374,238,W004,S044,227,71
I01375,238,W005,S015,68,179
I01376,238,W006,S043,486,153
I01377,238,W007,S032,819,155
I01378,238,W008,S044,927,104
I01379,238,W009,S012,358,168
I01380,238,W010,S037,373,126
I01381,239,W001,S039,721,192
I01382,239,W002,S046,698,117
I01383,239,W003,S039,237,184
I01384,239,W004,S031,765,56
I01385,239,W005,S016,928,92
I01386,239,W006,S040,499,168
I01387,239,W007,S027,216,188
I01388,239,W008,S018,366,43
I01389,239,W009,S012,955,114
I01390,239,W010,S020,864,169
I01391,240,W001,S047,710,99
I01392,240,W002,S037,683,43
I01393,240,W003,S008,706,185
I01394,240,W004,S030,973,122
I01395,240,W005,S029,762,178
I01396,240,W006,S050,662,76
I01397,240,W007,S022,571,29
I01398,240,W008,S042,997,175
I01399,240,W009,S047,893,146
I01400,240,W010,S026,545,128
I01401,241,W001,S031,330,109
I01402,241,W002,S036,553,90
I01403,241,W003,S029,975,137
I01404,241,W004,S014,381,119
I01405,241,W005,S021,835,71
I01406,241,W006,S015,920,165
I01407,241,W007,S035,267,143
I01408,241,W008,S002,988,115
I01409,241,W009,S004,939,168
I01410,241,W010,S014,957,25
I01411,242,W001,S018,675,174
I01412,242,W002,S009,582,122
I01413,242,W003,S044,554,123
I01414,242,W004,S025,844,90
I01415,242,W005,S023,871,97
I01416,242,W006,S026,996,56
I01417,242,W007,S006,730,178
I01418,242,W008,S008,397,199
I01419,242,W009,S037,405,151
I01420,242,W010,S026,149,95
I01421,243,W001,S007,812,198
I01422,243,W002,S003,351,106
I01423,243,W003,S024,839,44
I01424,243,W004,S024,315,87
I01425,243,W005,S029,118,72
I01426,243,W006,S025,466,71
I01427,243,W007,S046,900,174
I01428,243,W008,S025,148,32
I01429,243,W009,S003,280,103
I01430,243,W010,S002,555,116
I01431,244,W001,S036,644,37
I01432,244,W002,S004,937,38
I01433,244,W003,S014,164,51
I01434,244,W004,S009,136,62
I01435,244,W005,S050,771,35
I01436,244,W006,S022,84,148
I01437,244,W007,S015,857,65
I01438,244,W008,S009,51,37
I01439,244,W009,S004,976,71
I01440,244,W010,S034,279,111
I01441,245,W001,S013,638,65
I01442,245,W002,S002,132,163
I01443,245,W003,S046,433,93
I01444,245,W004,S025,498,52
I01445,245,W005,S019,85,35
I01446,245,W006,S007,792,82
I01447,245,W007,S019,158,22
I01448,245,W008,S011,739,56
I01449,245,W009,S025,675,168
I01450,245,W010,S026,570,79
I01451,246,W001,S030,768,80
I01452,246,W002,S048,919,115
I01453,246,W003,S031,455,122
I01454,246,W004,S025,251,82
I01455,246,W005,S005,844,174
I01456,246,W006,S015,71,184
I01457,246,W007,S021,927,152
I01458,246,W008,S023,587,134
I01459,246,W009,S017,904,79
I01460,246,W010,S014,352,42
I01461,247,W001,S023,549,157
I01462,247,W002,S027,753,145
I01463,247,W003,S004,79,154
I01464,247,W004,S036,270,103
I01465,247,W005,S026,223,88
I01466,247,W006,S037,789,82
I01467,247,W007,S042,368,86
I01468,247,W008,S023,924,110
I01469,247,W009,S029,435,189
I01470,247,W010,S024,999,89
I01471,248,W001,S004,433,184
I01472,248,W002,S039,673,199
I01473,248,W003,S048,912,193
I01474,248,W004,S044,341,80
I01475,248,W005,S001,934,111
I01476,248,W006,S046,863,109
I01477,248,W007,S011,894,100
I01478,248,W008,S015,627,175
I01479,248,W009,S017,793,183
I01480,248,W010,S031,51,117
I01481,249,W001,S015,682,42
I01482,249,W002,S022,658,112
I01483,249,W003,S009,431,31
I01484,249,W004,S002,224,123
I01485,249,W005,S001,752,85
I01486,249,W006,S010,491,34
I01487,249,W007,S009,625,191
I01488,249,W008,S006,184,80
I01489,249,W009,S050,766,118
I01490,249,W010,S049,782,145
I01491,250,W001,S022,766,28
I01492,250,W002,S010,548,95
I01493,250,W003,S003,507,195
I01494,250,W004,S033,757,94
I01495,250,W005,S025,462,180
I01496,250,W006,S017,300,62
I01497,250,W007,S034,438,180
I01498,250,W008,S021,103,97
I01499,250,W009,S050,584,147
I01500,250,W010,S018,669,163
I01501,251,W001,S016,293,119
I01502,251,W002,S023,148,129
I01503,251,W003,S001,511,150
I01504,251,W004,S025,444,191
I01505,251,W005,S040,763,61
I01506,251,W006,S045,377,26
I01507,251,W007,S023,760,172
I01508,251,W008,S014,279,146
I01509,251,W009,S007,766,88
I01510,251,W010,S037,784,99
I01511,252,W001,S037,893,145
I01512,252,W002,S040,785,135
I01513,252,W003,S041,432,50
I01514,252,W004,S017,105,63
I01515,252,W005,S002,810,79
I01516,252,W006,S034,938,113
I01517,252,W007,S029,512,88
I01518,252,W008,S042,871,146
I01519,252,W009,S034,450,143
I01520,252,W010,S029,203,80
I01521,253,W001,S011,185,99
I01522,253,W002,S045,183,36
I01523,253,W003,S029,968,141
I01524,253,W004,S016,576,142
I01525,253,W005,S009,400,43
I01526,253,W006,S022,710,153
I01527,253,W007,S017,356,50
I01528,253,W008,S039,265,45
I01529,253,W009,S036,984,130
I01530,253,W010,S032,470,96
I01531,254,W001,S036,837,180
I01532,254,W002,S010,337,98
I01533,254,W003,S027,889,105
I01534,254,W004,S011,690,35
I01535,254,W005,S040,70,185
I01536,254,W006,S049,239,58
I01537,254,W007,S039,988,30
I01538,254,W008,S012,809,185
I01539,254,W009,S016,66,61
I01540,254,W010,S048,72,124
I01541,255,W001,S024,438,124
I01542,255,W002,S025,981,43
I01543,255,W003,S027,856,149
I01544,255,W004,S009,799,168
I01545,255,W005,S019,342,130
I01546,255,W006,S004,148,144
I01547,255,W007,S038,677,181
I01548,255,W008,S021,740,185
I01549,255,W009,S022,609,176
I01550,255,W010,S042,607,185
I01551,256,W001,S005,554,200
I01552,256,W002,S005,127,143
I01553,256,W003,S037,913,105
I01554,256,W004,S046,722,156
I01555,256,W005,S028,921,124
I01556,256,W006,S050,622,133
I01557,256,W007,S027,734,182
I01558,256,W008,S004,778,187
I01559,256,W009,S041,794,152
I01560,256,W010,S025,794,47
I01561,257,W001,S016,808,123
I01562,257,W002,S021,441,191
I01563,257,W003,S039,355,88
I01564,257,W004,S024,462,25
I01565,257,W005,S033,242,130
I01566,257,W006,S050,582,192
I01567,257,W007,S001,893,20
I01568,257,W008,S047,359,28
I01569,257,W009,S028,638,132
I01570,257,W010,S030,134,111
I01571,258,W001,S004,900,115
I01572,258,W002,S050,253,37
I01573,258,W003,S022,889,90
I01574,258,W004,S015,178,104
I01575,258,W005,S027,511,175
I01576,258,W006,S007,85,33
I01577,258,W007,S042,107,171
I01578,258,W008,S034,434,143
I01579,258,W009,S010,955,168
I01580,258,W010,S026,653,22
I01581,259,W001,S046,694,57
I01582,259,W002,S028,727,183
I01583,259,W003,S003,519,61
I01584,259,W004,S026,950,150
I01585,259,W005,S004,267,182
I01586,259,W006,S044,119,57
I01587,259,W007,S021,375,126
I01588,259,W008,S035,471,196
I01589,259,W009,S044,963,93
I01590,259,W010,S022,635,101
I01591,260,W001,S033,736,90
I01592,260,W002,S025,923,189
I01593,260,W003,S011,426,60
I01594,260,W004,S048,869,86
I01595,260,W005,S022,189,95
I01596,260,W006,S017,967,58
I01597,260,W007,S025,751,104
I01598,260,W008,S002,550,85
I01599,260,W009,S005,721,183
I01600,260,W010,S026,516,193
I01601,261,W001,S043,393,146
I01602,261,W002,S027,319,106
I01603,261,W003,S002,471,143
I01604,261,W004,S009,979,174
I01605,261,W005,S026,697,20
I01606,261,W006,S026,461,144
I01607,261,W007,S002,781,38
I01608,261,W008,S047,581,145
I01609,261,W009,S028,243,178
I01610,261,W010,S018,676,192
I01611,262,W001,S042,760,70
I01612,262,W002,S022,833,96
I01613,262,W003,S015,994,154
I01614,262,W004,S043,557,119
I01615,262,W005,S016,299,66
I01616,262,W006,S013,107,57
I01617,262,W007,S043,845,187
I01618,262,W008,S015,160,100
I01619,262,W009,S004,840,93
I01620,262,W010,S022,755,60
I01621,263,W001,S020,353,137
I01622,263,W002,S038,624,73
I01623,263,W003,S027,221,35
I01624,263,W004,S034,306,26
I01625,263,W005,S017,612,111
I01626,263,W006,S020,852,101
I01627,263,W007,S044,960,47
I01628,263,W008,S005,369,30
I01629,263,W009,S016,67,157
I01630,263,W010,S011,71,130
I01631,264,W001,S042,318,24
I01632,264,W002,S022,302,114
I01633,264,W003,S029,138,171
I01634,264,W004,S026,147,91
I01635,264,W005,S027,708,195
I01636,264,W006,S050,163,23
I01637,264,W007,S014,56,60
I01638,264,W008,S006,751,153
I01639,264,W009,S001,476,92
I01640,264,W010,S028,617,93
I01641,265,W001,S013,845,68
I01642,265,W002,S012,636,197
I01643,265,W003,S016,158,55
I01644,265,W004,S047,856,65
I01645,265,W005,S025,555,197
I01646,265,W006,S027,938,96
I01647,265,W007,S040,302,27
I01648,265,W008,S028,784,145
I01649,265,W009,S001,712,72
I01650,265,W010,S020,835,168
I01651,266,W001,S030,912,150
I01652,266,W002,S042,572,162
I01653,266,W003,S026,983,156
I01654,266,W004,S007,757,59
I01655,266,W005,S001,949,97
I01656,266,W006,S040,330,74
I01657,266,W007,S001,273,190
I01658,266,W008,S028,434,81
I01659,266,W009,S020,708,150
I01660,266,W010,S024,86,185
I01661,267,W001,S022,688,60
I01662,267,W002,S050,174,139
I01663,267,W003,S008,58,160
I01664,267,W004,S050,420,92
I01665,267,W005,S005,686,76
I01666,267,W006,S044,782,23
I01667,267,W007,S003,529,76
I01668,267,W008,S016,460,55
I01669,267,W009,S002,194,173
I01670,267,W010,S026,623,90
I01671,268,W001,S026,938,44
I01672,268,W002,S033,70,138
I01673,268,W003,S026,55,71
I01674,268,W004,S035,555,36
I01675,268,W005,S012,110,112
I01676,268,W006,S013,757,38
I01677,268,W007,S050,70,27
I01678,268,W008,S028,607,62
I01679,268,W009,S033,920,134
I01680,268,W010,S048,268,165
I01681,269,W001,S017,895,186
I01682,269,W002,S005,998,195
I01683,269,W003,S010,823,57
I01684,269,W004,S031,927,57
I01685,269,W005,S028,482,113
I01686,269,W006,S050,721,131
I01687,269,W007,S003,719,51
I01688,269,W008,S008,144,128
I01689,269,W009,S028,805,172
I01690,269,W010,S049,451,147
I01691,270,W001,S030,355,128
I01692,270,W002,S029,613,194
I01693,270,W003,S041,267,77
I01694,270,W004,S048,335,170
I01695,270,W005,S001,900,189
I01696,270,W006,S027,627,22
I01697,270,W007,S009,108,20
I01698,270,W008,S045,664,151
I01699,270,W009,S013,679,36
I01700,270,W010,S005,650,68
I01701,271,W001,S031,320,80
I01702,271,W002,S015,192,102
I01703,271,W003,S047,943,103
I01704,271,W004,S030,936,88
I01705,271,W005,S039,388,167
I01706,271,W006,S019,816,186
I01707,271,W007,S045,788,181
I01708,271,W008,S006,160,80
I01709,271,W009,S009,900,20
I01710,271,W010,S024,988,179
I01711,272,W001,S040,733,131
I01712,272,W002,S005,743,189
I01713,272,W003,S024,283,90
I01714,272,W004,S034,280,120
I01715,272,W005,S005,262,161
I01716,272,W006,S037,968,196
I01717,272,W007,S026,309,42
I01718,272,W008,S044,718,77
I01719,272,W009,S013,540,167
I01720,272,W010,S029,151,55
I01721,273,W001,S048,872,87
I01722,273,W002,S031,697,67
I01723,273,W003,S001,970,57
I01724,273,W004,S019,910,183
I01725,273,W005,S005,240,51
I01726,273,W006,S039,596,187
I01727,273,W007,S037,452,156
I01728,273,W008,S025,707,81
I01729,273,W009,S013,988,154
I01730,273,W010,S038,82,35
I01731,274,W001,S019,448,197
I01732,274,W002,S008,750,62
I01733,274,W003,S028,207,43
I01734,274,W004,S039,681,72
I01735,274,W005,S003,866,173
I01736,274,W006,S020,1000,110
I01737,274,W007,S016,839,65
I01738,274,W008,S017,162,190
I01739,274,W009,S022,550,38
I01740,274,W010,S014,506,168
