Order_ID,Order_Date,Product_ID,Warehouse_ID,Quantity,Unit_Price,Total_Amount
O013488,2025-08-20,383,W009,3,49185,147555
O013489,2025-12-06,527,W010,10,62372,623720
O013490,2025-08-04,170,W001,9,6139,55251
O013491,2025-09-03,535,W008,8,38132,305056
O013492,2025-10-05,621,W009,3,38105,114315
O013493,2025-01-03,305,W002,4,28394,113576
O013494,2025-10-18,473,W001,9,11607,104463
O013495,2025-06-09,620,W009,10,33481,334810
O013496,2025-01-09,570,W005,5,57701,288505
O013497,2025-10-31,409,W007,2,22022,44044
O013498,2025-04-20,447,W006,6,26907,161442
O013499,2025-05-05,635,W001,6,16799,100794
O013500,2025-01-16,134,W005,9,31264,281376
O013501,2025-05-22,540,W003,10,12556,125560
O013502,2025-06-13,617,W006,5,30472,152360
O013503,2025-02-06,211,W010,7,1112,7784
O013504,2025-12-14,576,W002,1,25016,25016
O013505,2025-09-17,141,W005,10,49908,499080
O013506,2025-10-04,150,W001,6,13581,81486
O013507,2025-07-26,242,W002,5,53767,268835
O013508,2025-12-02,209,W005,7,4647,32529
O013509,2025-08-07,520,W008,3,34215,102645
O013510,2025-12-06,244,W003,7,21829,152803
O013511,2025-12-30,536,W002,9,48492,436428
O013512,2025-11-25,230,W008,5,14848,74240
O013513,2025-08-31,619,W007,9,27592,248328
O013514,2025-06-15,119,W007,5,7495,37475
O013515,2025-02-19,515,W008,10,24670,246700
O013516,2025-12-09,148,W001,6,2362,14172
O013517,2025-04-04,162,W010,8,28488,227904
O013518,2025-07-01,406,W001,8,51112,408896
O013519,2025-11-14,566,W010,4,34715,138860
O013520,2025-09-07,641,W003,1,27365,27365
O013521,2025-12-22,564,W006,1,9845,9845
O013522,2025-03-13,142,W004,1,41432,41432
O013523,2025-11-08,457,W003,7,57039,399273
O013524,2025-06-04,650,W010,5,21812,109060
O013525,2025-04-29,320,W009,3,61547,184641
O013526,2025-11-04,195,W009,5,11382,56910
O013527,2025-06-23,206,W005,7,36711,256977
O013528,2025-12-13,633,W006,2,42516,85032
O013529,2025-12-08,474,W004,4,41312,165248
O013530,2025-09-25,405,W003,2,31338,62676
O013531,2025-08-23,328,W010,2,58036,116072
O013532,2025-09-04,439,W009,3,21205,63615
O013533,2025-03-13,146,W004,4,37374,149496
O013534,2025-10-24,185,W006,2,22158,44316
O013535,2025-11-29,593,W005,4,25720,102880
O013536,2025-02-19,284,W005,5,42514,212570
O013537,2025-02-25,327,W008,2,7821,15642
O013538,2025-09-30,546,W009,9,17825,160425
O013539,2025-06-03,625,W006,1,18900,18900
O013540,2025-08-08,319,W002,7,17518,122626
O013541,2025-01-07,448,W009,7,4335,30345
O013542,2025-11-15,199,W007,4,24163,96652
O013543,2025-05-13,391,W004,6,57251,343506
O013544,2025-05-01,173,W010,9,56553,508977
O013545,2025-03-01,403,W010,8,45807,366456
O013546,2025-02-24,352,W007,3,10094,30282
O013547,2025-04-22,421,W001,3,67460,202380
O013548,2025-06-08,188,W004,8,52965,423720
O013549,2025-09-01,127,W004,6,39363,236178
O013550,2025-03-07,364,W010,4,50257,201028
O013551,2025-05-03,538,W006,6,8733,52398
O013552,2025-07-27,203,W002,9,7254,65286
O013553,2025-02-27,445,W003,3,31473,94419
O013554,2025-03-04,266,W006,8,46293,370344
O013555,2025-11-18,102,W004,8,6538,52304
O013556,2025-09-10,528,W009,9,44290,398610
O013557,2025-07-11,265,W002,8,15561,124488
O013558,2025-10-12,338,W010,1,55703,55703
O013559,2025-10-01,493,W003,3,49432,148296
O013560,2025-08-22,638,W007,2,36598,73196
O013561,2025-09-06,359,W009,7,13025,91175
O013562,2025-01-09,402,W006,2,48549,97098
O013563,2025-04-05,279,W005,8,12192,97536
O013564,2025-01-02,135,W002,9,11183,100647
O013565,2025-12-04,525,W004,6,42542,255252
O013566,2025-05-04,149,W001,2,13234,26468
O013567,2025-11-29,599,W009,6,11153,66918
O013568,2025-03-16,543,W001,7,13096,91672
O013569,2025-09-23,361,W007,3,38332,114996
O013570,2025-02-27,292,W002,4,25146,100584
O013571,2025-07-21,415,W006,2,44428,88856
O013572,2025-10-24,280,W009,4,34028,136112
O013573,2025-11-03,353,W005,10,53387,533870
O013574,2025-02-17,127,W001,10,39363,393630
O013575,2025-06-22,380,W009,10,8301,83010
O013576,2025-06-29,101,W005,2,18203,36406
O013577,2025-06-10,125,W005,5,22305,111525
O013578,2025-01-10,477,W009,9,30981,278829
O013579,2025-11-02,444,W009,4,58285,233140
O013580,2025-10-16,490,W009,3,22241,66723
O013581,2025-10-04,206,W002,3,36711,110133
O013582,2025-03-14,516,W003,10,45831,458310
O013583,2025-03-28,377,W006,8,48559,388472
O013584,2025-07-03,539,W002,4,63741,254964
O013585,2025-03-20,304,W009,6,18934,113604
O013586,2025-07-06,269,W006,6,31690,190140
O013587,2025-04-30,607,W002,2,22229,44458
O013588,2025-01-30,524,W004,9,41988,377892
O013589,2025-11-29,333,W003,6,46871,281226
O013590,2025-07-15,609,W008,5,26844,134220
O013591,2025-11-02,526,W010,6,32623,195738
O013592,2025-01-22,210,W005,1,26230,26230
O013593,2025-04-22,263,W009,6,13533,81198
O013594,2025-11-14,536,W005,9,48492,436428
O013595,2025-01-27,464,W003,9,49331,443979
O013596,2025-10-15,189,W005,3,19851,59553
O013597,2025-10-25,635,W007,6,16799,100794
O013598,2025-12-30,640,W009,6,35519,213114
O013599,2025-05-09,130,W001,1,1823,1823
O013600,2025-08-28,168,W005,10,58139,581390
O013601,2025-06-11,385,W004,7,44126,308882
O013602,2025-09-18,586,W008,10,31873,318730
O013603,2025-08-15,412,W001,8,6581,52648
O013604,2025-10-23,579,W007,9,40057,360513
O013605,2025-02-12,406,W010,8,51112,408896
O013606,2025-12-26,472,W003,10,20374,203740
O013607,2025-08-15,134,W001,9,31264,281376
O013608,2025-10-27,609,W009,2,26844,53688
O013609,2025-10-14,222,W008,2,55820,111640
O013610,2025-03-15,485,W002,6,15570,93420
O013611,2025-11-14,647,W009,3,45523,136569
O013612,2025-06-28,397,W009,3,67956,203868
O013613,2025-12-21,396,W003,5,10317,51585
O013614,2025-10-17,465,W010,6,16105,96630
O013615,2025-06-28,558,W005,4,26372,105488
O013616,2025-01-05,321,W010,5,64651,323255
O013617,2025-01-08,181,W002,7,15972,111804
O013618,2025-06-16,399,W001,8,37556,300448
O013619,2025-12-10,323,W001,2,20015,40030
O013620,2025-06-10,534,W007,6,31963,191778
O013621,2025-08-31,322,W010,3,66285,198855
O013622,2025-06-15,614,W007,4,13469,53876
O013623,2025-05-18,227,W008,8,45459,363672
O013624,2025-10-17,461,W007,10,18946,189460
O013625,2025-07-09,420,W010,3,19205,57615
O013626,2025-09-18,113,W002,8,53649,429192
O013627,2025-03-14,551,W001,1,42427,42427
O013628,2025-10-08,344,W009,5,49277,246385
O013629,2025-11-04,447,W005,3,26907,80721
O013630,2025-12-19,606,W005,4,7266,29064
O013631,2025-11-28,495,W004,9,53352,480168
O013632,2025-08-26,581,W004,10,3344,33440
O013633,2025-08-02,265,W004,10,15561,155610
O013634,2025-08-29,530,W005,8,32619,260952
O013635,2025-02-09,477,W010,3,30981,92943
O013636,2025-02-07,341,W004,10,48513,485130
O013637,2025-12-17,599,W009,7,11153,78071
O013638,2025-10-06,306,W008,2,6895,13790
O013639,2025-05-21,522,W009,10,25811,258110
O013640,2025-09-02,620,W006,5,33481,167405
O013641,2025-11-03,221,W006,9,17704,159336
O013642,2025-06-07,617,W004,5,30472,152360
O013643,2025-05-27,372,W005,3,60645,181935
O013644,2025-10-12,533,W006,10,24514,245140
O013645,2025-05-06,203,W010,1,7254,7254
O013646,2025-09-08,566,W001,1,34715,34715
O013647,2025-03-05,473,W004,7,11607,81249
O013648,2025-04-06,219,W008,8,4340,34720
O013649,2025-06-30,195,W006,1,11382,11382
O013650,2025-07-02,584,W001,3,53801,161403
O013651,2025-08-04,259,W002,3,8536,25608
O013652,2025-03-31,375,W005,10,60252,602520
O013653,2025-04-24,357,W008,7,10728,75096
O013654,2025-01-11,130,W008,9,1823,16407
O013655,2025-11-01,445,W007,1,31473,31473
O013656,2025-03-09,594,W010,1,61600,61600
O013657,2025-03-21,553,W008,9,41208,370872
O013658,2025-09-06,221,W001,1,17704,17704
O013659,2025-11-14,612,W006,4,51584,206336
O013660,2025-11-26,288,W002,10,28508,285080
O013661,2025-05-03,632,W010,8,59307,474456
O013662,2025-04-15,582,W004,7,25048,175336
O013663,2025-06-26,304,W006,5,18934,94670
O013664,2025-05-02,242,W006,1,53767,53767
O013665,2025-12-04,543,W001,3,13096,39288
O013666,2025-06-18,469,W002,9,11597,104373
O013667,2025-04-30,196,W007,8,47762,382096
O013668,2025-11-05,633,W006,5,42516,212580
O013669,2025-09-05,152,W002,6,12206,73236
O013670,2025-11-13,293,W004,4,31420,125680
O013671,2025-04-16,420,W006,7,19205,134435
O013672,2025-12-17,380,W010,9,8301,74709
O013673,2025-06-10,522,W003,9,25811,232299
O013674,2025-04-23,139,W006,10,13402,134020
O013675,2025-05-13,169,W002,3,6375,19125
O013676,2025-02-03,194,W001,7,42695,298865
O013677,2025-05-31,571,W010,9,4348,39132
O013678,2025-03-26,134,W001,2,31264,62528
O013679,2025-09-14,522,W007,9,25811,232299
O013680,2025-12-13,124,W007,2,62186,124372
O013681,2025-07-19,593,W010,7,25720,180040
O013682,2025-04-25,446,W009,2,2482,4964
O013683,2025-11-05,392,W010,10,37096,370960
O013684,2025-03-23,604,W002,6,32302,193812
O013685,2025-07-17,136,W006,6,67375,404250
O013686,2025-03-17,283,W001,2,52408,104816
O013687,2025-09-23,471,W002,5,20635,103175
O013688,2025-08-30,530,W003,6,32619,195714
O013689,2025-04-14,212,W007,8,61911,495288
O013690,2025-02-04,569,W004,8,34672,277376
O013691,2025-12-17,328,W006,1,58036,58036
O013692,2025-04-08,467,W007,5,756,3780
O013693,2025-04-24,567,W004,4,23722,94888
O013694,2025-10-31,469,W001,3,11597,34791
O013695,2025-06-26,347,W001,3,35750,107250
O013696,2025-12-10,304,W007,4,18934,75736
O013697,2025-10-22,495,W008,10,53352,533520
O013698,2025-10-13,634,W006,6,12631,75786
O013699,2025-08-28,205,W004,7,38674,270718
O013700,2025-11-23,556,W008,2,8568,17136
O013701,2025-09-28,390,W008,10,17277,172770
O013702,2025-06-01,160,W002,7,4663,32641
O013703,2025-08-27,194,W005,9,42695,384255
O013704,2025-06-13,231,W002,9,60750,546750
O013705,2025-01-28,241,W005,4,63902,255608
O013706,2025-02-19,466,W004,8,36528,292224
O013707,2025-12-26,175,W001,6,6659,39954
O013708,2025-10-11,513,W004,10,979,9790
O013709,2025-02-22,331,W002,3,55314,165942
O013710,2025-04-16,141,W003,8,49908,399264
O013711,2025-10-15,503,W003,7,38984,272888
O013712,2025-06-07,497,W001,7,38068,266476
O013713,2025-05-27,545,W005,9,9271,83439
O013714,2025-09-29,590,W006,6,48996,293976
O013715,2025-09-28,354,W001,10,53894,538940
O013716,2025-10-07,502,W003,5,10980,54900
O013717,2025-01-15,169,W002,8,6375,51000
O013718,2025-01-28,343,W004,2,29913,59826
O013719,2025-08-03,546,W001,9,17825,160425
O013720,2025-07-12,647,W006,3,45523,136569
O013721,2025-01-28,287,W010,8,3124,24992
O013722,2025-11-19,308,W010,2,28313,56626
O013723,2025-09-02,637,W008,9,29393,264537
O013724,2025-04-09,349,W008,2,28669,57338
O013725,2025-02-09,403,W001,8,45807,366456
O013726,2025-03-21,122,W009,2,39812,79624
O013727,2025-10-06,484,W007,9,39937,359433
O013728,2025-04-01,251,W010,8,20494,163952
O013729,2025-07-12,616,W009,2,45372,90744
O013730,2025-05-05,338,W006,9,55703,501327
O013731,2025-11-16,331,W007,1,55314,55314
O013732,2025-12-16,628,W003,10,37723,377230
O013733,2025-06-04,471,W009,7,20635,144445
O013734,2025-06-03,291,W003,3,63408,190224
O013735,2025-04-10,220,W001,5,12471,62355
O013736,2025-08-16,539,W003,5,63741,318705
O013737,2025-01-30,196,W002,8,47762,382096
O013738,2025-10-21,156,W003,5,41247,206235
O013739,2025-10-09,183,W007,9,15402,138618
O013740,2025-06-25,327,W007,6,7821,46926
O013741,2025-11-11,415,W006,4,44428,177712
O013742,2025-04-21,467,W001,8,756,6048
O013743,2025-02-02,252,W002,3,7431,22293
O013744,2025-01-16,283,W008,3,52408,157224
O013745,2025-12-05,257,W009,8,30691,245528
O013746,2025-10-25,115,W010,8,37862,302896
O013747,2025-02-22,318,W006,4,48115,192460
O013748,2025-09-16,509,W005,8,22383,179064
O013749,2025-09-12,409,W005,8,22022,176176
O013750,2025-01-27,173,W002,3,56553,169659
O013751,2025-09-20,475,W005,7,63349,443443
O013752,2025-02-05,384,W003,8,54463,435704
O013753,2025-05-19,590,W001,6,48996,293976
O013754,2025-05-18,107,W001,3,47450,142350
O013755,2025-02-09,379,W008,8,36429,291432
O013756,2025-10-14,427,W009,3,39705,119115
O013757,2025-01-16,121,W005,1,47616,47616
O013758,2025-09-20,127,W003,10,39363,393630
O013759,2025-02-13,305,W007,4,28394,113576
O013760,2025-04-27,424,W005,9,47861,430749
O013761,2025-10-30,490,W005,8,22241,177928
O013762,2025-12-08,371,W007,5,22508,112540
O013763,2025-09-16,644,W008,5,47364,236820
O013764,2025-07-03,528,W003,5,44290,221450
O013765,2025-07-07,575,W001,7,37227,260589
O013766,2025-08-19,253,W001,7,40605,284235
O013767,2025-12-05,116,W006,10,46043,460430
O013768,2025-05-17,238,W005,9,15160,136440
O013769,2025-03-17,644,W008,2,47364,94728
O013770,2025-07-18,566,W005,10,34715,347150
O013771,2025-04-27,168,W009,3,58139,174417
O013772,2025-10-01,402,W001,10,48549,485490
O013773,2025-06-02,134,W005,5,31264,156320
O013774,2025-12-07,569,W006,9,34672,312048
O013775,2025-12-21,617,W006,3,30472,91416
O013776,2025-10-10,221,W010,5,17704,88520
O013777,2025-07-17,392,W004,1,37096,37096
O013778,2025-11-14,321,W002,7,64651,452557
O013779,2025-12-14,494,W007,1,6092,6092
O013780,2025-06-22,574,W010,7,44220,309540
O013781,2025-09-13,596,W010,3,35808,107424
O013782,2025-04-01,355,W003,4,2736,10944
O013783,2025-12-14,338,W009,3,55703,167109
O013784,2025-10-08,263,W007,6,13533,81198
O013785,2025-11-16,202,W009,1,11947,11947
O013786,2025-08-30,385,W004,5,44126,220630
O013787,2025-09-05,597,W010,2,42863,85726
O013788,2025-12-26,367,W007,4,13680,54720
O013789,2025-07-06,259,W010,5,8536,42680
O013790,2025-12-11,536,W004,7,48492,339444
O013791,2025-07-26,577,W007,6,4036,24216
O013792,2025-05-14,516,W009,10,45831,458310
O013793,2025-04-19,129,W006,1,8141,8141
O013794,2025-10-11,525,W010,10,42542,425420
O013795,2025-01-03,438,W005,4,18009,72036
O013796,2025-04-22,565,W005,6,19287,115722
O013797,2025-07-20,417,W003,7,34585,242095
O013798,2025-04-11,572,W001,10,59730,597300
O013799,2025-03-19,434,W005,2,47905,95810
O013800,2025-01-12,457,W009,9,57039,513351
O013801,2025-08-27,618,W002,5,2595,12975
O013802,2025-01-16,295,W007,4,53121,212484
O013803,2025-02-11,538,W010,7,8733,61131
O013804,2025-08-08,589,W006,10,30235,302350
O013805,2025-07-01,616,W009,7,45372,317604
O013806,2025-11-15,578,W010,7,15277,106939
O013807,2025-11-23,166,W005,7,18374,128618
O013808,2025-11-15,514,W010,7,7054,49378
O013809,2025-10-05,171,W008,3,15246,45738
O013810,2025-06-05,216,W002,7,33998,237986
O013811,2025-04-03,180,W004,4,30560,122240
O013812,2025-02-18,115,W010,9,37862,340758
O013813,2025-10-06,267,W006,6,5937,35622
O013814,2025-04-30,196,W010,4,47762,191048
O013815,2025-07-05,213,W001,1,12983,12983
O013816,2025-02-21,417,W010,5,34585,172925
O013817,2025-03-10,338,W003,1,55703,55703
O013818,2025-03-22,158,W003,6,31778,190668
O013819,2025-02-05,648,W003,2,42068,84136
O013820,2025-08-24,114,W006,3,36754,110262
O013821,2025-04-23,277,W005,3,53837,161511
O013822,2025-11-26,310,W002,9,8705,78345
O013823,2025-07-29,141,W003,10,49908,499080
O013824,2025-06-23,610,W001,1,57313,57313
O013825,2025-12-04,594,W007,4,61600,246400
O013826,2025-07-04,224,W010,2,12322,24644
O013827,2025-09-04,398,W006,2,59641,119282
O013828,2025-09-22,615,W006,8,49055,392440
O013829,2025-11-05,425,W003,8,39975,319800
O013830,2025-11-29,290,W005,8,10974,87792
O013831,2025-06-18,256,W003,9,32255,290295
O013832,2025-07-21,464,W007,4,49331,197324
O013833,2025-10-15,153,W001,2,11002,22004
O013834,2025-08-13,385,W003,9,44126,397134
O013835,2025-03-01,434,W010,3,47905,143715
O013836,2025-01-22,455,W008,8,18608,148864
O013837,2025-06-14,595,W002,1,21427,21427
O013838,2025-10-30,371,W004,6,22508,135048
O013839,2025-02-13,420,W002,7,19205,134435
O013840,2025-05-26,322,W005,3,66285,198855
O013841,2025-01-14,596,W002,2,35808,71616
O013842,2025-11-18,569,W003,1,34672,34672
O013843,2025-11-16,193,W010,2,55259,110518
O013844,2025-02-08,131,W007,3,40188,120564
O013845,2025-09-24,400,W001,6,31547,189282
O013846,2025-02-04,122,W007,2,39812,79624
O013847,2025-04-24,188,W007,8,52965,423720
O013848,2025-03-09,241,W008,6,63902,383412
O013849,2025-04-12,407,W001,5,48801,244005
O013850,2025-12-27,339,W002,8,49670,397360
O013851,2025-01-23,375,W010,4,60252,241008
O013852,2025-07-25,528,W003,3,44290,132870
O013853,2025-11-14,226,W002,8,29288,234304
O013854,2025-04-03,498,W005,2,56972,113944
O013855,2025-06-22,463,W009,10,33061,330610
O013856,2025-11-21,632,W007,3,59307,177921
O013857,2025-07-23,240,W001,4,37830,151320
O013858,2025-10-29,277,W003,6,53837,323022
O013859,2025-09-05,153,W004,2,11002,22004
O013860,2025-03-28,196,W007,6,47762,286572
O013861,2025-01-22,149,W008,2,13234,26468
O013862,2025-10-14,609,W005,7,26844,187908
O013863,2025-09-01,339,W006,2,49670,99340
O013864,2025-05-23,606,W006,7,7266,50862
O013865,2025-02-24,534,W001,4,31963,127852
O013866,2025-03-23,476,W010,3,18522,55566
O013867,2025-11-25,445,W010,6,31473,188838
O013868,2025-12-18,590,W004,9,48996,440964
O013869,2025-06-19,266,W005,5,46293,231465
O013870,2025-02-19,417,W009,5,34585,172925
O013871,2025-03-10,526,W002,4,32623,130492
O013872,2025-11-15,581,W004,10,3344,33440
O013873,2025-12-27,397,W001,6,67956,407736
O013874,2025-09-16,250,W006,6,36099,216594
O013875,2025-09-15,235,W008,4,47706,190824
O013876,2025-05-31,537,W008,1,34784,34784
O013877,2025-03-18,259,W008,7,8536,59752
O013878,2025-12-10,499,W003,3,60248,180744
O013879,2025-09-15,333,W001,2,46871,93742
O013880,2025-09-02,289,W009,8,9984,79872
O013881,2025-09-20,449,W009,3,39055,117165
O013882,2025-02-08,498,W004,4,56972,227888
O013883,2025-04-21,424,W010,4,47861,191444
O013884,2025-09-10,410,W001,6,52537,315222
O013885,2025-04-12,352,W010,2,10094,20188
O013886,2025-03-26,238,W005,3,15160,45480
O013887,2025-02-26,643,W009,1,16519,16519
O013888,2025-10-27,169,W003,3,6375,19125
O013889,2025-01-13,350,W005,1,7220,7220
O013890,2025-10-08,606,W008,3,7266,21798
O013891,2025-04-15,506,W001,10,63315,633150
O013892,2025-01-21,105,W004,1,56011,56011
O013893,2025-10-19,539,W006,9,63741,573669
O013894,2025-09-21,549,W009,9,20194,181746
O013895,2025-05-16,599,W008,9,11153,100377
O013896,2025-05-01,289,W009,4,9984,39936
O013897,2025-01-24,284,W005,9,42514,382626
O013898,2025-05-20,571,W008,1,4348,4348
O013899,2025-06-29,203,W009,5,7254,36270
O013900,2025-05-14,561,W003,2,48205,96410
O013901,2025-01-09,520,W003,9,34215,307935
O013902,2025-10-11,312,W004,8,55595,444760
O013903,2025-12-28,227,W004,10,45459,454590
O013904,2025-11-11,110,W007,10,56110,561100
O013905,2025-03-20,408,W007,3,13004,39012
O013906,2025-03-10,108,W008,7,32818,229726
O013907,2025-03-25,613,W004,6,29752,178512
O013908,2025-11-07,140,W010,8,1337,10696
O013909,2025-04-29,522,W001,4,25811,103244
O013910,2025-08-30,377,W003,10,48559,485590
O013911,2025-08-17,132,W009,2,52968,105936
O013912,2025-03-11,312,W001,6,55595,333570
O013913,2025-09-01,391,W004,7,57251,400757
O013914,2025-12-05,496,W007,3,57358,172074
O013915,2025-02-16,289,W003,10,9984,99840
O013916,2025-07-30,118,W009,1,26336,26336
O013917,2025-04-17,304,W003,6,18934,113604
O013918,2025-11-09,539,W005,10,63741,637410
O013919,2025-05-31,558,W007,8,26372,210976
O013920,2025-04-19,364,W007,3,50257,150771
O013921,2025-07-15,476,W006,2,18522,37044
O013922,2025-07-26,109,W005,8,17253,138024
O013923,2025-01-21,466,W008,2,36528,73056
O013924,2025-08-17,228,W003,1,10386,10386
O013925,2025-01-13,102,W010,5,6538,32690
O013926,2025-12-19,424,W006,4,47861,191444
O013927,2025-02-04,538,W010,7,8733,61131
O013928,2025-09-02,399,W002,3,37556,112668
O013929,2025-04-06,578,W009,9,15277,137493
O013930,2025-05-18,339,W007,2,49670,99340
O013931,2025-06-12,207,W009,6,42269,253614
O013932,2025-04-09,328,W005,6,58036,348216
O013933,2025-03-16,458,W008,10,1191,11910
O013934,2025-03-28,594,W007,9,61600,554400
O013935,2025-11-13,241,W008,5,63902,319510
O013936,2025-01-20,406,W002,8,51112,408896
O013937,2025-08-31,542,W008,7,30325,212275
O013938,2025-10-30,496,W005,10,57358,573580
O013939,2025-10-10,485,W002,6,15570,93420
O013940,2025-09-09,465,W006,9,16105,144945
O013941,2025-12-20,428,W005,1,55188,55188
O013942,2025-05-26,195,W007,9,11382,102438
O013943,2025-09-28,317,W001,8,6032,48256
O013944,2025-10-08,349,W007,6,28669,172014
O013945,2025-06-01,637,W008,3,29393,88179
O013946,2025-10-31,453,W005,4,14282,57128
O013947,2025-10-17,164,W009,4,39425,157700
O013948,2025-11-02,369,W002,1,55426,55426
O013949,2025-11-27,549,W003,9,20194,181746
O013950,2025-01-23,342,W002,1,36763,36763
O013951,2025-09-24,394,W004,2,34026,68052
O013952,2025-06-07,382,W004,2,35726,71452
O013953,2025-08-20,233,W007,6,5515,33090
O013954,2025-07-25,157,W004,7,25043,175301
O013955,2025-06-13,617,W005,9,30472,274248
O013956,2025-09-04,429,W010,8,12468,99744
O013957,2025-01-09,635,W007,10,16799,167990
O013958,2025-07-26,212,W006,7,61911,433377
O013959,2025-10-06,395,W010,2,26200,52400
O013960,2025-04-16,480,W002,9,43298,389682
O013961,2025-04-20,457,W002,2,57039,114078
O013962,2025-08-15,138,W006,7,59797,418579
O013963,2025-11-10,409,W002,2,22022,44044
O013964,2025-01-26,215,W002,6,16749,100494
O013965,2025-12-27,565,W010,10,19287,192870
O013966,2025-03-27,355,W004,3,2736,8208
O013967,2025-01-11,111,W007,10,2756,27560
O013968,2025-07-17,400,W008,7,31547,220829
O013969,2025-07-15,223,W006,1,32894,32894
O013970,2025-08-29,437,W003,3,43726,131178
O013971,2025-05-21,314,W009,7,25231,176617
O013972,2025-05-08,199,W010,3,24163,72489
O013973,2025-11-22,368,W007,10,2322,23220
O013974,2025-09-18,146,W008,9,37374,336366
O013975,2025-11-17,227,W006,4,45459,181836
O013976,2025-07-27,353,W005,10,53387,533870
O013977,2025-09-21,290,W009,3,10974,32922
O013978,2025-07-17,168,W008,7,58139,406973
O013979,2025-01-21,586,W010,8,31873,254984
O013980,2025-08-01,444,W009,9,58285,524565
O013981,2025-06-10,397,W003,9,67956,611604
O013982,2025-10-11,236,W004,5,10344,51720
O013983,2025-12-24,397,W004,4,67956,271824
O013984,2025-06-10,140,W002,4,1337,5348
O013985,2025-07-01,300,W006,2,13380,26760
O013986,2025-03-25,420,W002,9,19205,172845
O013987,2025-09-18,124,W005,6,62186,373116
O013988,2025-12-29,444,W008,8,58285,466280
O013989,2025-08-26,555,W001,6,1567,9402
O013990,2025-12-21,424,W002,6,47861,287166
O013991,2025-05-10,139,W010,6,13402,80412
O013992,2025-06-14,536,W001,7,48492,339444
O013993,2025-03-20,257,W006,6,30691,184146
O013994,2025-09-18,322,W010,4,66285,265140
O013995,2025-07-19,608,W010,10,28261,282610
O013996,2025-01-29,237,W010,7,37590,263130
O013997,2025-10-26,524,W010,6,41988,251928
O013998,2025-05-19,339,W005,7,49670,347690
O013999,2025-04-28,207,W006,3,42269,126807
O014000,2025-02-03,406,W010,9,51112,460008
O014001,2025-05-25,138,W010,1,59797,59797
O014002,2025-12-25,280,W009,10,34028,340280
O014003,2025-03-11,215,W001,2,16749,33498
O014004,2025-10-29,632,W009,7,59307,415149
O014005,2025-04-27,133,W010,3,12332,36996
O014006,2025-09-11,564,W006,1,9845,9845
O014007,2025-06-07,637,W002,1,29393,29393
O014008,2025-06-10,270,W010,6,15622,93732
O014009,2025-04-18,525,W004,3,42542,127626
O014010,2025-03-17,149,W005,8,13234,105872
O014011,2025-07-31,549,W004,2,20194,40388
O014012,2025-07-08,142,W001,8,41432,331456
O014013,2025-12-14,508,W008,6,41808,250848
O014014,2025-04-07,518,W010,8,48138,385104
O014015,2025-10-26,356,W007,1,34368,34368
O014016,2025-09-16,519,W010,8,49978,399824
O014017,2025-01-20,189,W002,3,19851,59553
O014018,2025-11-14,474,W008,7,41312,289184
O014019,2025-12-14,126,W009,6,33079,198474
O014020,2025-10-19,400,W006,5,31547,157735
O014021,2025-06-20,560,W003,5,53582,267910
O014022,2025-07-31,580,W006,5,34609,173045
O014023,2025-07-16,162,W009,1,28488,28488
O014024,2025-04-12,598,W004,6,55839,335034
O014025,2025-10-20,257,W002,1,30691,30691
O014026,2025-04-25,208,W010,1,11179,11179
O014027,2025-02-11,467,W007,8,756,6048
O014028,2025-02-18,318,W003,1,48115,48115
O014029,2025-01-30,234,W010,5,31640,158200
O014030,2025-10-24,277,W006,9,53837,484533
O014031,2025-12-10,472,W005,9,20374,183366
O014032,2025-03-05,112,W004,7,39194,274358
O014033,2025-05-31,506,W010,7,63315,443205
O014034,2025-08-01,287,W001,7,3124,21868
O014035,2025-11-25,196,W001,3,47762,143286
O014036,2025-11-23,237,W003,4,37590,150360
O014037,2025-10-10,595,W004,10,21427,214270
O014038,2025-03-26,572,W005,5,59730,298650
O014039,2025-10-16,243,W010,7,52731,369117
O014040,2025-02-02,144,W004,9,16786,151074
O014041,2025-09-01,467,W006,3,756,2268
O014042,2025-03-28,616,W010,8,45372,362976
O014043,2025-10-13,193,W003,4,55259,221036
O014044,2025-12-20,123,W001,5,5038,25190
O014045,2025-06-23,177,W009,10,48746,487460
O014046,2025-06-28,552,W009,3,17970,53910
O014047,2025-03-21,219,W002,1,4340,4340
O014048,2025-11-24,603,W010,8,2469,19752
O014049,2025-07-30,353,W006,4,53387,213548
O014050,2025-07-26,547,W001,1,44474,44474
O014051,2025-03-31,423,W005,6,5769,34614
O014052,2025-02-14,269,W010,1,31690,31690
O014053,2025-11-19,329,W002,2,14455,28910
O014054,2025-03-25,102,W004,7,6538,45766
O014055,2025-10-21,123,W006,9,5038,45342
O014056,2025-09-06,647,W003,5,45523,227615
O014057,2025-03-07,469,W007,6,11597,69582
O014058,2025-11-01,282,W007,3,24657,73971
O014059,2025-09-13,147,W010,5,39694,198470
O014060,2025-07-01,189,W006,9,19851,178659
O014061,2025-11-02,429,W005,9,12468,112212
O014062,2025-03-02,177,W006,3,48746,146238
O014063,2025-12-12,110,W003,1,56110,56110
O014064,2025-11-18,475,W010,9,63349,570141
O014065,2025-02-27,587,W002,10,32636,326360
O014066,2025-12-22,266,W003,4,46293,185172
O014067,2025-05-18,268,W001,10,27491,274910
O014068,2025-04-24,345,W009,4,8895,35580
